nombre,categoria,seccion,descripcion,dimensiones,imagen
MYS19,Tocadiscos y altavoces,Electrónica,Grabadora-magnetófono pequeña Vanguard,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYS19/MYS19-720x540.png
TP19,Tapices y estandartes,Iglesia,Repostero negro con escudo Inquisición,100x0x130 (cm),https://atrezzovazquez.es/admin/img_prod/TP19/TP19 (ESD5-720x540).png
ML19,Librería,Americano,Librería despacho americana puertas cristal,115x43x176 (cm),https://atrezzovazquez.es/admin/img_prod/ML19/ML19-1-720x540.png
MED19,Atrezzo medicina,Hospital,Aparato médico desfibrilador,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MED19/MED19-720x540.png
HOS19,Hospitales,Hospital,Lámpara de hospital de hierro altura regulable,60x60x160 (cm),https://atrezzovazquez.es/admin/img_prod/HOS19/HOS19-1-720x540.png
VAA19,Atrezzo vario,Descatalogado,DESCATALOGADO,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAA19/LOGOTIPO VAZQUEZ- 720x540.png
TYV19,Televisores y vídeos,Televisor,Televisión caja formica diales redondos Fercu (B/N),0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TYV19/TYV19-1-720x540.png
ARA19,Atrezzo Árabe,Arabe,Pebetero árabe plateado grabado con bandeja plateada,48x48x73 (cm),https://atrezzovazquez.es/admin/img_prod/ARA19/ARA19-1-720x540.png
SI19,Sillón,Despacho,Sillón medio punto caoba tapizado damasco,70x60x105 (cm),https://atrezzovazquez.es/admin/img_prod/SI19/SI19-1-720x540.png
RAD19,Radios,,Radio antigua madera decorada flores,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/RAD19/RAD19-720x540.png
JAM19,Jamuga,Español,Jamuga fija nogal tallada tapizada terciopelo rojo y franja tapiz,63x52x73 (cm),https://atrezzovazquez.es/admin/img_prod/JAM19/JAM19-1-720x540.png
MV19,Muebles varios,Japonés,Taquillón japonés caoba puerta estrella metal,80x28x71 (cm),https://atrezzovazquez.es/admin/img_prod/MV19/MV19-720x540.png
JUE19,Juego,Casino,Tablero de mesa de ruleta,240x5x105 (cm),https://atrezzovazquez.es/admin/img_prod/JUE19/JUE19-720x540.png
SIL19,Silla,Comedor,Silla Luis XVI dorada rejilla,42x39x37 (cm),https://atrezzovazquez.es/admin/img_prod/SIL19/SIL19-1-720x540.png
MEC19,Mecedora,,Sillón balancín balaustres tapizado,64x60x106 (cm),https://atrezzovazquez.es/admin/img_prod/MEC19/MEC19-720x540.png
MOS19,Mostrador,Bar y cafetería,Mostrador barra de bar tapizado skay rojo,124x40x104 (cm),https://atrezzovazquez.es/admin/img_prod/MOS19/MOS19-1-720x540.png
S19,Sofá,Salón,Sofá escaño caoba tapizado damasco,195x70x110 (cm),https://atrezzovazquez.es/admin/img_prod/S19/S19-1-720x540.png
ILU19,Iluminación,Calle,Farola de pared cazoleta aluminio pequeña,20x15x95 (cm),https://atrezzovazquez.es/admin/img_prod/ILU19/ILU19-720X540.png
PV19,Pie de vela,Antorchero,Antorchero de pared de fleje,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PV19/PV19-720x540.png
SEC19,Secreter,Despacho,Bureau caoba tapa abatible piel negra con 2 alas,150x72x120 (cm),https://atrezzovazquez.es/admin/img_prod/SEC19/SEC19-1-720x540.png
BRA19,Brasero,Griego,Pebetero de hierro griego alto,65x65x150 (cm),https://atrezzovazquez.es/admin/img_prod/BRA19/BRA19-1-720x540.png
JAU19,Jaula,Pie de jaula,Pie de jaula niquelado para 3 jaulas,0x0x205 (cm),https://atrezzovazquez.es/admin/img_prod/JAU19/JAU19-720x540.png
VI19,Vitrina,Iglesia,Hornacina de iglesia de escayola para imágenes,191x36x187 (cm),https://atrezzovazquez.es/admin/img_prod/VI19/VI19-720x540.png
PER19,Perchero,Despacho,Perchero de pie tubo negro 5 ganchos,60x60x178 (cm),https://atrezzovazquez.es/admin/img_prod/PER19/PER19-720x540.png
CSE19,Carro de servicio,Forja,Carro de servicio mimbre y forja,75x40x82 (cm),https://atrezzovazquez.es/admin/img_prod/CSE19/CSE19-1-720x540.png
SR19,Silla de ruedas,Hospital,Silla de ruedas plegable tapizada gris,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/SR19/SR19-1-720x540.png
BAS19,Bascula,Tienda,Báscula de tienda niquelada,26x30x48 (cm),https://atrezzovazquez.es/admin/img_prod/BAS19/BAS19-1-720x540.png
QIN19,Quinqués,,Quinqué metal grabado y alabastro depósito cristal,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/QIN19/QIN19-720x540.png
GN19,Galan de noche,Dormitorio,Galan de noche madera oscuro,45x35x120 (cm),https://atrezzovazquez.es/admin/img_prod/GN19/GN19-1-720x540.png
ARM19,Armero,Armadura,"Armadura chapa hierro completa, con maniquí, casco y mandoble",50x50x210 (cm),https://atrezzovazquez.es/admin/img_prod/ARM19/ARM19-720x540.png
MOU19,Mobiliario urbano,Calle,Señal de indicación inglesa verde,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MOU19/MOU19-720x540.png
PEL19,Peluquería,,Sillón de peluquería skay gris patas hierro,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PEL19/PEL19-1-720x540.png
PC19,Pizarra,Colegio,Pizarra de colegio marco aluminio,200x5x122 (cm),https://atrezzovazquez.es/admin/img_prod/PC19/PC19-720x540.png
CDM19,Centro de mesa,Jarras,Centro de mesa forma jarra metal grabada,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CDM19/CDM19-720x540.png
PAP19,Papelera,,Papelera niquelada y negra redonda,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PAP19/PAP19-1-720x540.png
FIG19,Figuras,Adorno,Figura de escayola pintada mujer con perros,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/FIG19/FIG19-720x540.png
PLA19,Playa,Camping,Sillón de camping reclinable con cojín flores,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PLA19/PLA19-1-720x540.png
REG19,Religión,Cruces,Cruz de suelo de madera,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/REG19/REG19-720x540.png
RU19,Rural,Rústico,Rueca de madera,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/RU19/RU19-1-720x540.png
ALA20,Alacena,Cocina,Alacena martele pintada azul,99x40x174 (cm),https://atrezzovazquez.es/admin/img_prod/ALA20/ALA20-720x540.png
ALF20,Alfombra,Arabe,Alfombra persa roja con fleco,230x160x1 (cm),https://atrezzovazquez.es/admin/img_prod/ALF20/ALF20-720x540.png
AFC20,Alfombra de cama,Dormitorio,Alfombrín de cama jarapa colores con fleco,110x90x1 (cm),https://atrezzovazquez.es/admin/img_prod/AFC20/AFC20-720x540.png
AP20,Aparador,Comedor,Aparador inglés con espejo,140x47x100 (cm),https://atrezzovazquez.es/admin/img_prod/AP20/AP20-1-720x540.png
ARC20,Arcon,Arabe,Arcón árabe tapizado terciopelo oro tapa forma,64x44x50 (cm),https://atrezzovazquez.es/admin/img_prod/ARC20/ARC20-1-720x540.png
AR20,Armario,Dormitorio,Armario claro copete forma 2 puertas espejo,125x50x225 (cm),https://atrezzovazquez.es/admin/img_prod/AR20/AR20-1-720x540.png
ATR20,Atril,,Atril pino con tarima,100x50x120 (cm),https://atrezzovazquez.es/admin/img_prod/ATR20/ATR20-1-720x540.png
BAC20,Banco,Gimnasio,Bancos pata hierro listones madera,167x29x52 (cm),https://atrezzovazquez.es/admin/img_prod/BAC20/BAC20-1-720x540.png
BAN20,Banqueta,,Banqueta patas torneadas,57x42x42 (cm),https://atrezzovazquez.es/admin/img_prod/BAN20/BAN20-1-720x540.png
M20,Mesa,Auxiliar,Mesa estilo español tapa tallada cabezas,80x45x70 (cm),https://atrezzovazquez.es/admin/img_prod/M20/M020.jpg
BA20,Baño,Lavabo,Lavabo antiguo 2 grifos sin pie,60x45x10 (cm),https://atrezzovazquez.es/admin/img_prod/BA20/BA20-1-720x540.png
BAU20,Baul,Descatalogado,Descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/BAU20/LOGOTIPO VAZQUEZ- 720x540.png
BIO20,Biombo,Dormitorio,Biombo 3 hojas marco madera hojas espejo,162x8x155 (cm),https://atrezzovazquez.es/admin/img_prod/BIO20/BIO20-720x540.png
CA20,Cama,Dormitorio,Cabecero de mimbre y caña medio punto,140x6x145 (cm),https://atrezzovazquez.es/admin/img_prod/CA20/CA20-720x540.png
CO20,Cocinas,Electrodomestico,Horno microondas marrón,50x36x33 (cm),https://atrezzovazquez.es/admin/img_prod/CO20/CO20-720x540.png
COM20,Comoda,Dormitorio,Cómoda negra 4 cajones talla con tapa piedra,115x54x102 (cm),https://atrezzovazquez.es/admin/img_prod/COM20/COM20-1-720x540.png
CON20,Consola,Recibidor,Consola rectangular pies hierro tapa cristal,150x31x70 (cm),https://atrezzovazquez.es/admin/img_prod/CON20/CON20-1-720x540.png
CU20,Cuadro,Descatalogado,Descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CU20/LOGOTIPO VAZQUEZ- 720x540.png
ANU20,Carteles y anuncios,Calle,Cartel calle  antiguo,15x5x10 (cm),https://atrezzovazquez.es/admin/img_prod/ANU20/ANU20-720x540.png
ESP20,Espejo,Dormitorio,Espejo marco nogal,80x15x137 (cm),https://atrezzovazquez.es/admin/img_prod/ESP20/ESP20-720x540.png
ES20,Estanteria,Rústico,Estante de pared recto 3 baldas,68x20x55 (cm),https://atrezzovazquez.es/admin/img_prod/ES20/ES20-1-720x540.png
EST20,Estufa,Calefaccion,Radiador eléctrico crema con ruedas,60x17x69 (cm),https://atrezzovazquez.es/admin/img_prod/EST20/EST20-1-720x540.png
ESTAT20,Estatua,Religioso,Estatua imagen Santa Barbara de escayola,55x40x130 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT20/ESTAT20-1-720x540.png
F20,Fichero,Despacho,Armario fichero metálico 2 puertas,93x47x200 (cm),https://atrezzovazquez.es/admin/img_prod/F20/F20-1-720x540.png
MUS20,Instrumentos musicales,Musica,Laúd antiguo con incrustaciones,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/MUS20/MUS20 (INM7)-720x540.png
ADO20,Adornos,Salón,Adorno mesa de cobre,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO20/ADO20-720x540.png
DPT20,Deporte,Bicicleta,Bicicleta estática blanca y roja SV,90x50x110 (cm),https://atrezzovazquez.es/admin/img_prod/DPT20/GIM21 720x540.png
LAM20,Lámpara,Lámpara de mesa,Lámpara de mesa figura chino alabastro,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LAM20/LAM20-720X540.png
FUM20,Artículos de fumador,Cenicero,Cenicero estaño y metal redondo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM20/FUM20-720X540.png
AZP20,Azulejos y platos de pared,Decoración,Azulejos de pared marco forja plástico diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AZP20/AZP20-720x540.png
BAD20,Bandejas,Menaje,Bandeja madera con asas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAD20/BAD20-720x540.png
BYC20,Atrezzo de bar y cafetería,Bar y cafetería,Copas de coñá cristal colores,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC20/BYC20(BAR20-720x540).png
COL20,Atrezzo colegio,Colegio,Compás de colegio metálico,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL20/COL20-720x540.png
DES20,Atrezzo despacho,Despacho,Máquina de escribir eléctrica IBM,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DES20/DES20-720x540.png
BEB20,Bebé,,Parque de niño plegable,74x95x75 (cm),https://atrezzovazquez.es/admin/img_prod/BEB20/BEB20-720x540.png
CST20,Moda y costura,Avíos de costura,Reglas de madera de sastrería,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CST20/CST20-720x540.png
CAR20,Caja registradora,Calculadoras,Calculadora con manivela HISPANO OLIVETTI,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CAR20/CAR20 (DES96)-720x540.png
CHI20,Chimenea,,Pantalla de chimenea metal leones.,60x15x100 (cm),https://atrezzovazquez.es/admin/img_prod/CHI20/CHI20-720x540.png
CRI20,Cristalería,,Cristalería tallada (12 servicios) (modelo Melina),1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CRI20/CRI20-720x540.png
MC20,Macetero,Comedor,Macetero nogal cuadrado 4 patas,30x30x110 (cm),https://atrezzovazquez.es/admin/img_prod/MC20/MC20-1-720x540.png
ME20,Mesilla,Dormitorio,Mesilla caoba cerrada,47x36x84 (cm),https://atrezzovazquez.es/admin/img_prod/ME20/ME20-1-720x540.png
VET20,Ventilador,Americano,Ventilador de techo americano,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/VET20/VET20-720x540.png
REL20,Reloj,Salón,Reloj de pared nogal con péndulo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/REL20/REL20-720x540.png
TEL20,Telefonía,,Teléfono de mesa Góndola,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TEL20/TLF20-720x540.png
MYN20,Maletas y neceseres de viaje,Viaje,Maleta fibra crema cantoneras marrones,75x45x25 (cm),https://atrezzovazquez.es/admin/img_prod/MYN20/MYN20-720x540.png
MYC20,Maletines y carteras,,Maletines carteras skay antiguos,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYC20/MYC20-720x540.png
TOC20,Objetos de tocador,Tocador,Juego tocador cristal tallado tapón cristal plano (4 piezas) -cambiar foto-,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TOC20/TOC20-720x540.png
JUG20,Juguetes,Juguete,Muñeca antigua Chon con su caja,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JUG20/JUG20-720x540.png
JAR20,Jarrones y jarras,Adorno,Jarras de Talavera medianas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAR20/JAR20-720x540.png
MYS20,Tocadiscos y altavoces,Electrónica,Grabadora-magnetófono antigua portátil caja azul,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYS20/MYS20-720x540.png
TP20,Tapices y estandartes,Palacio,Tapiz bordado mujeres pescando con bastidor,200x0x140 (cm),https://atrezzovazquez.es/admin/img_prod/TP20/TP20-720x540.png
ML20,Librería,Americano,LIBRERÍA DESPACHO AMERICANA DE COLGAR,160x42x60 (cm),https://atrezzovazquez.es/admin/img_prod/ML20/ML20-720x540.png
GN20,Galan de noche,Dormitorio,Galán de noche torneado claro,50x35x110 (cm),https://atrezzovazquez.es/admin/img_prod/GN20/GN20-1-720x540.png
MED20,Atrezzo medicina,Hospital,Escalerilla de acero para tubos de ensayo,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MED20/MED20-720x540.png
HOS20,Hospitales,Hospital,LÁMPARA DE DENTISTA HIERRO BRAZO EXTENSIBLE,5x53x117 (cm),https://atrezzovazquez.es/admin/img_prod/HOS20/HOS20-720x540.png
VAA20,Atrezzo vario,Descatalogado,DESCATALOGADO,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAA20/LOGOTIPO VAZQUEZ- 720x540.png
TYV20,Televisores y vídeos,Televisor,"Televisión caja madera Thomson 25"" (color)",76x42x51 (cm),https://atrezzovazquez.es/admin/img_prod/TYV20/TYV20-1-720x540.png
ARA20,Atrezzo Árabe,Arabe,Pebetero árabe metal grabado con soporte,34x34x42 (cm),https://atrezzovazquez.es/admin/img_prod/ARA20/ARA20-1-720x540.png
SI20,Sillón,Frances,Sillón Luis XV blanco y rejilla marrón con cojín,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/SI20/SI20-1-720x540.png
RAD20,Radios,,Radios pequeñas reproducciones antiguas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/RAD20/RAD20-720x540.png
MV20,Muebles varios,Descatalogado,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MV20/LOGOTIPO VAZQUEZ- 720x540.png
JUE20,Juego,Casino,Ruleta de casino de madera y metal auténtica,52x52x10 (cm),https://atrezzovazquez.es/admin/img_prod/JUE20/JUE20-720x540.png
SIL20,Silla,Comedor,Silla Luis XIV recta tallada tapizada damasco,49x47x100 (cm),https://atrezzovazquez.es/admin/img_prod/SIL20/SIL20 (HAY 2) 720x540.png
MEC20,Mecedora,Descatalogado,,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/MEC20/LOGOTIPO VAZQUEZ- 720x540.png
MOS20,Mostrador,Descatalogado,Descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MOS20/LOGOTIPO VAZQUEZ- 720x540.png
S20,Sofá,Frances,Sofá Luis XIV nogal tapizado damasco,200x80x110 (cm),https://atrezzovazquez.es/admin/img_prod/S20/S20-1-720x540.png
ILU20,Iluminación,Calle,Farol de pared chapa redonda,60x60x120 (cm),https://atrezzovazquez.es/admin/img_prod/ILU20/ILU20-720x540.png
PV20,Pie de vela,Antorchero,Antorchero de pared de hierro remate pincho,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PV20/PV20-720x540.png
SEC20,Secreter,Dormitorio,Secreter caoba con balaustres,57x37x107 (cm),https://atrezzovazquez.es/admin/img_prod/SEC20/SEC20-1-720x540.png
BRA20,Brasero,Griego,Pebetero griego hierro bajo pintado oro,65x65x90 (cm),https://atrezzovazquez.es/admin/img_prod/BRA20/BRA20-1 720x540.png
JAU20,Jaula,Pie de jaula,Pie de jaula dorado aro,0x0x190 (cm),https://atrezzovazquez.es/admin/img_prod/JAU20/JAU20-720x540.png
VI20,Vitrina,Bar y cafetería,Vitrina de bar refrigerada con motor,153x38x20 (cm),https://atrezzovazquez.es/admin/img_prod/VI20/VI20-1-720x540.png
PER20,Perchero,Despacho,Perchero de pie bronce peana redonda 4 ganchos,40x40x172 (cm),https://atrezzovazquez.es/admin/img_prod/PER20/PER20-720x540.png
QIN20,Quinqués,,Quinqué depósito azul con su globo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/QIN20/QIN20-720x540.png
CSE20,Carro de servicio,Comedor,Carro de servicio redondo tonet nogal y médula,48x45x83 (cm),https://atrezzovazquez.es/admin/img_prod/CSE20/CSE20-1-720x540.png
MOU20,Mobiliario urbano,Calle,Fuente de calle de pared de bronce,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MOU20/MOU20-720x540.png
PEL20,Peluquería,,"Aparato de peluquería de pie crema ""Electra""",56x56x150 (cm),https://atrezzovazquez.es/admin/img_prod/PEL20/PEL20-1-720x540.png
CDM20,Centro de mesa,Adorno,Centro de mesa loza azul con tapa,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CDM20/CDM20-720x540.png
PAP20,Papelera,,Papelera cenicero niquelada redonda,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PAP20/PAP20-1-720x540.png
FIG20,Figuras,Adorno,Figura de escayola pintada mujer africana,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/FIG20/FIG20-720x540.png
PLA20,Playa,,Caseta de playa tela rayas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PLA20/PLA20-720x540.png
REG20,Religión,Cruces,Cruz de suelo de madera fina,106x5x230 (cm),https://atrezzovazquez.es/admin/img_prod/REG20/REG20-720x540.png
RU20,Rural,,Asador de suelo de hierro,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/RU20/RU20-720x540.png
ALA21,Alacena,Cocina,Alacena pintada,90x30x168 (cm),https://atrezzovazquez.es/admin/img_prod/ALA21/ALA21-1-720x540.png
ALF21,Alfombra,Arabe,Alfombra persa verde,235x160x1 (cm),https://atrezzovazquez.es/admin/img_prod/ALF21/ALF21-720x540.png
AFC21,Alfombra de cama,Arabe,Alfombrín de cama persa rojo con fleco,68x110x1 (cm),https://atrezzovazquez.es/admin/img_prod/AFC21/AFC21-720x540.png
AP21,Aparador,Comedor,Trinchero inglés con espejo a juego  juego AP20,114x43x100 (cm),https://atrezzovazquez.es/admin/img_prod/AP21/AP21-1-720x540.png
ARC21,Arcon,Rústico,Arcón rústico de pino liso,144x46x50 (cm),https://atrezzovazquez.es/admin/img_prod/ARC21/ARC21-720x540.png
AR21,Armario,Dormitorio,Armario inglés 2 puertas espejo,125x54x230 (cm),https://atrezzovazquez.es/admin/img_prod/AR21/AR21-1-720x540.png
ATR21,Atril,Colegio,Atril plegable para proyector de diapositivas,100x35x110 (cm),https://atrezzovazquez.es/admin/img_prod/ATR21/ATR21-1-720x540.png
BAC21,Banco,,Banco tapizado terciopelo rojo 8 patas,225x43x56 (cm),https://atrezzovazquez.es/admin/img_prod/BAC21/BAC21-1-720x540.png
BAN21,Banqueta,Góndola,Banqueta góndola nogal,51x36x60 (cm),https://atrezzovazquez.es/admin/img_prod/BAN21/BAN21-1-720x540.png
M21,Mesa,Centro,Mesa de centro patas varilla tapa formica,80x40x50 (cm),https://atrezzovazquez.es/admin/img_prod/M21/M21-1-720x540.png
BA21,Baño,Lavabo,Lavabo 2 llaves y caño con pie,64x53x84 (cm),https://atrezzovazquez.es/admin/img_prod/BA21/BA21-1-720x540.png
BAU21,Baul,Viaje,Baul viajante gris,70x50x80 (cm),https://atrezzovazquez.es/admin/img_prod/BAU21/BAU21-1-720x540.png
BIO21,Biombo,Descatalogado,descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/BIO21/LOGOTIPO VAZQUEZ- 720x540.png
CA21,Cama,Años setenta,Cabecero sapeli recto,124x15x92 (cm),https://atrezzovazquez.es/admin/img_prod/CA21/CA21-720x540.png
CO21,Cocinas,Varios cocina,Depósito de agua con palomilla y tubo,65x65x44 (cm),https://atrezzovazquez.es/admin/img_prod/CO21/CO21-1-720x540.png
COM21,Comoda,Dormitorio,Cómoda de sacristía figurada nogal,245x95x120 (cm),https://atrezzovazquez.es/admin/img_prod/COM21/COM21-720x540.png
CON21,Consola,Isabelino,Consola Isabelina limoncillo con mármol,119x49x94 (cm),https://atrezzovazquez.es/admin/img_prod/CON21/CON21-1-720x540.png
CU21,Cuadro,Retratos,Cuadro marco ancho negro óleo Judith y Holofernes (Robusti),140x10x80 (cm),https://atrezzovazquez.es/admin/img_prod/CU21/CU21-720x540.png
ANU21,Carteles y anuncios,Bar y cafetería,Cartel  antiguo chapa Schweppes limón,25x1x25 (cm),https://atrezzovazquez.es/admin/img_prod/ANU21/ANU21-720x540.png
ESP21,Espejo,Dormitorio,Espejo marco pintado (1marrón y 1 blanco),90x15x150 (cm),https://atrezzovazquez.es/admin/img_prod/ESP21/ESP21-720x540.png
ES21,Estanteria,Dormitorio,Estantería pino recortada 6 baldas,93x32x200 (cm),https://atrezzovazquez.es/admin/img_prod/ES21/ES21-1-720x540.png
EST21,Estufa,Calefaccion,Placa de calor eléctrica con ruedas,90x15x50 (cm),https://atrezzovazquez.es/admin/img_prod/EST21/EST21-720x540.png
ESTAT21,Estatua,Religioso,Estatua imagen monja de escayola,35x30x125 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT21/ESTAT21-1-720x540.png
F21,Fichero,Despacho,Fichero metálico pintado 4 cajones,50x62x130 (cm),https://atrezzovazquez.es/admin/img_prod/F21/F021 720x540.png
MUS21,Instrumentos musicales,Musica,Laúd antiguo con incrustaciones,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/MUS21/MUS21(INM8)-720x540.png
ADO21,Adornos,Salón,Adorno mesa pirámides loza,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO21/ADO21-720x540.png
